id,tipo,nome,indirizzo,descrizioneIt,descrizioneEn,foursquareId,contatto - fax,contatto - url,contatto - cell,contatto - nome,contatto - email,contatto - telefono,posizione - latitudine,posizione - longitudine
3d1a26a7-97ec-4aa2-9f05-c496d8f12845,"Campo sportivo (calcio, volley, basket, ...)",CAMPO SPORTIVO IN ERBA,Loc Pozzal - 38030 Daiano,Campo Sportivo,,,,http://,+39 (0462)341457, CAMPO SPORTIVO IN ERBA,,+39 (0462)340144,46.3001608950206,11.4505863189697
bbd5c233-3818-49b4-bc56-c775cbf47505,Noleggio sci,NOLEGGIO SCI LANTERNA,via IX Novembre - 38037 Predazzo (TN),"Noleggio Sci (sci alpino,sci da fondo,sci da alpinismo,snowboard,racchette da neve,bob e slitte)
Dal 1 dicembre 8.30-12.30,15.00-19.00",,,,http://,+39 (349)5544161, LANTERNA NOLEGGIO SCI,nolleggioscilanterna@hotmail.com,+39 (0462)501056,46.31129,11.6036
01aa0bcb-5f9c-45bc-8c3e-ca3995f9b3e7,noleggio,NOLEGGIO SCI NONES SPORT,Via Roma 66 - 38030 Castello di Fiemme,"Noleggio Sci/Bastoncini da Nordik Walking/Biciclette e Mountain Bikes
Orari: 8.30-12.00 , 15.30-19.00
Chiuso: Gioved e Domenica Durante i Mondiali: Aperto tutti i giorni","Alpine and Cross Country Ski Equipment, Snow Shoes/Nordic Walking Sticks/Bikes and Mountain Bikes
Opening Time: 8.30 a.m.-12 p.m. , 3.30-7 p.m.
Close: Thursday and Sunday   During Nordic World Ski Championship: Open every days",,+39 (0462)230188,http://www.nonessport.it,, NOLEGGIO SCI NONES SPORT,info@nonessport.it,+39 (0462)230330,46.2852897172611,11.4389777183533
53962494-89a9-4176-b6db-ccf395897d24,museo,"CENTRO DOCUMENTAZIONE ""FONDAZIONE STAVA 1985""ONLUS",Loc. Stava 17 - 38038 Tesero,"Museo
Orari: gioved, domenica e festivi 15.00-18.00",,,+39 (0462)814060,http://www.stava1985.it,+39 (347)1049557," CENTRO DOCUMENTAZIONE ""FONDAZIONE STAVA 1985""ONLUS",info@stava1985.it,+39 (0462)814060,46.3171012,11.5015078
5554ea38-1a96-492a-91d2-d24576c1d367,scuola sportiva,SCUOLA ITALIANA DI SCI ALPE DI PAMPEAGO,Alpe di Pampeago - 38038 Tesero,"Scuola di sci e noleggio
orari: 8.00-17.00","Ski school and ski-rental
opening time: 8 a.m.-5 p.m.
",,+39 (0462)813570,http://www.scuolascipampeago.it,+39 (0462)813570, SCUOLA DI SCI PAMPEAGO,scuolasci.pampeago@tin.it,+39 (0462)813337,46.3416246511521,11.5410089492798
cb864af9-1efa-4de9-811f-daa931163c1b,scuola sportiva,SCUOLA ITALIANA DI SCI ALPE CERMIS,Loc. Doss dei Laresi - Ufficio a Monte - 38033 Cavalese,"Scuola Sci
Orari:8:45-13:15, 13:45-16:15 (uff a monte) 
        lun-ven 8:30-11:30, 16:18; sab-dom 8:30-13:30, 15-19 (uff a valle)
Chiuso:gioved (solo ufficio a valle)",,,,http://www.scuolascicermis.it,, SCUOLA ITALIANA SCI ALPE CERMIS,info@scuolascicermis.it,+39 (0462)341303,46.267895,11.501741
a8cba580-908f-4344-bba0-dc47b8e378cb,Attrazione naturale,CENTRO VISITATORI DEL PARCO NATURALE DI PANEVEGGIO, - 38037 Paneveggio,,,,,http://www.parcopan.org,+39 (0462)765973, CENTRO VISITATORI DEL PARCO NATURALE DI PANEVEGGIO,info@parcopan.org,+39 (0462)576283,46.3074061,11.699201
58aa64a2-92b8-4c5d-a8ea-dfc37c8e091b,centro benessere,CENTRO BENESSERE AFRODITE SPA,Corso Degasperi 20 - 38037 Predazzo (TN),Orari: 15.00-17.30,Opening Time: 3-7.30 p.m.,,,http://www.hotelbellaria.com,, CENTRO BENESSERE AFRODITE SPA,,+39 (0462)501369,46.3097219817089,11.5985798835754
27ca1055-e6b7-4637-81db-e9b8e3c4a642,scuola sportiva,SCUOLA ITALIANA DI SCI ALPE CERMIS,via Cermis 32 - 38030 CAVALESE,"Scuola Sci
Orari: luned-domenica 8:45-13:15, 13:45-16:15 (ufficio a monte) 
         luned-venerd 8:30-11:30, 16:18; sabato-domenica 8:30-13:30, 15-19 (ufficio a valle)
Chiuso: gioved(solo ufficio a valle)",,,,http://www.scuolascicermis.it,+39 (0462)235311, SCUOLA SCI ALPE CERMIS,scuolasci@gmail.com,+39 (0462)341303,46.267895,11.501741
f43b20b9-43e1-4def-9cca-eb1ebdd1f454,Piscina,PISCINA COMUNALE PREDAZZO,Loc. Baldiss - 38037 Predazzo (TN),"Orari: Luned Venerd 10.00-13.30 , 15.00-22.00
          Sabato 15.00-21.00
Chiuso: Domenica","Opening Time: Monday-Friday 10 a.m.-1.30 p.m. , 3-10 p.m.
                        Saturday 3-9 p.m.
Close: Sunday",50f82462e4b0d27ba70a0037,,http://www.dolonuoto.com,, PISCINA COMUNALE PREDAZZO,info@dolonuoto.com,+39 (0462)501207,46.3114599,11.6153099
85cadd54-ed97-4d4f-be5c-edb0707e3d68,"Campo sportivo (calcio, volley, basket, ...)",SFERISTERO-CAMPO DA TAMBURELLO,via Lago - 38038 Lago di Tesero,,,,,http://,, SFERISTERO-CAMPO DA TAMBURELLO,,+39 (339)4323789,46.282694631431,11.5184354782104
2d62c92a-3fe6-476c-8678-f012afcb5654,Palestra,CENTRO SPORTIVO DI STAVA: PALESTRA DI ROCCIA,Loc. Stava - 38038 Tesero,"Palestra di roccia
Pomeriggi su prenotazione dopo le 17.00",,,,http://,, CENTRO SPORTIVO DI STAVA: PALESTRA DI ROCCIA,arrampicatorifiemme@yahoo.it,+39 (339)6210045,46.3161403,11.5017992
480c01ef-3956-45ce-a1e3-fa499adde84e,Noleggio sci,NOLEGGIO SCI DI FONDO E PATTINI CENTRO DEL FONDO,Via Lago - 38038 Tesero,"Noleggio attrezzatura sportiva e eventuale sciolinatura
Noleggio Sci: dal 08.12.12 al 10.02.13orario 09.00-12.00 e 13.00-17.00, Natale dal 22.12 al 04.01.13 orario continuato 09-17.00
Noleggio Pattini: 01-21.012.12 aperto mer-gio-ven-sab-dom 14.30-17.00 e ven-sab 20.30-22.30, dal 22.12 al 04.01.13 tutti i giorni 10.00-12.00, 14.30-17.00 e 20.30-23.00, dal 05.01 al 10.02.13 mer-gio-ven-sab-dom 14.30-17.00 e gio-ven-sab 20.30-22.30",,,+39 (0462)812358,http://www.latemar.it,, NOLEGGIO SCI DI FONDO E PATTINI CENTRO DEL FONDO,centrodelfondo@simail.it,+39 (0462)814064,46.282694631431,11.5230059623718
0e04edc3-0e1a-4e39-b676-fb8260de8408,Noleggio sci,NOLEGGIO SCI VARESCO MARIO,via Prai de Mont - 38037 Bellamonte (TN),"Orari: 8.30-12.30, 16-19
Chiuso:mai in stagione",,,,http://,, VARESCO MARIO,,+39 (0462)576063,46.31341,11.66114
5fc4bb8b-cf7b-492f-9683-fb9efad23af1,"Campo sportivo (calcio, volley, basket, ...)",CAMPO SPORTIVO,Loc. Fontanelle - 38037 Predazzo (TN),"Campo Sportivo (Campo da calcio, Pista di Atletica)",,,+39 (0462)508210,http://,, CAMPO SPORTIVO,info.predazzo@valdifiemme.info,+39 (0462)508200,46.3009910710693,11.5996742248535
7b0f4686-d0c8-4e95-a600-fda4227076cc,info turistiche/ ufficio turistico,UFFICIO STAMPA-PALAFIEMME,Via Fratelli Bronzetti 60/B - 38033 Cavalese,Ufficio Stampa,,,,http://,, UFFICIO STAMPA-PALAFIEMME,,+39 (0462)231252,46.2902126279831,11.4650166034698
