id,tipo,nome,indirizzo,descrizioneIt,descrizioneEn,foursquareId,contatto - fax,contatto - url,contatto - cell,contatto - nome,contatto - email,contatto - telefono,posizione - latitudine,posizione - longitudine,foto - labelEn,foto - labelIt,foto - imageUrl
db6f59cb-d4bd-41f3-9aee-43cc00342147,Noleggio sci,SPORT LATEMAR,Loc. Stalimen - 38037 Predazzo (TN),"Articoli sportivi e noleggio sci
Orari: 8.30-19.00","Sporting goods and Ski hire
opening time: 8.30 a.m.-7 p.m.",,,http://www.sportventura.it,, SPORT LATEMAR,info@sportlatemar.it,+39 (0462)502634,46.3283575936004,11.6015410423279,,,
c6c99744-9628-48a6-830d-44e75a8ec02f,negozio,BONINSEGNA TABACCHI E RICEVITORIA,Via Sorelle Sighel 17 - 38033 Cavalese,"Orari: luned-sabato 7.00-12.30, 15.30-19.00 domenica 7.00-12.30",,50f469a129a62edf0972e1eb,,http://,+39 (0462)248106, BONINSEGNA TABACCHI E RICEVITORIA,,+39 (0462)235393,46.2907167565159,11.4618945121765,,,
6784f080-1305-4425-ae6a-45ce40b2b0ef,Supermercato/minimarket,FAMIGLIA COOPERATIVA - CARANO,Piazza Mich 1 - 38033 Carano,"Supermercato
Orari: 7.30-12.00 , 16.00-18.30
Chiuso: Marted e Gioved Pomeriggio","Supermarket
Opening Time: 7.30 a.m.-12 p.m. , 4-6.30 p.m.
Close: Tuesday and Thursday Afternoon",50f2b3d772da143f82ff5ed2,+39 (0462)239726,http://www.coopcavalese.it,, FAMIGLIA COOPERATIVA - CARANO,carano@coopcavalese.it,+39 (0462)340247,46.2918139614005,11.4383983612061,,,
9a72fb91-8919-4174-bd39-4609501198c2,negozio,ACQUA E SAPONE,Via Barattieri - 38033 Cavalese,"Cosmetica-igiene della Persona- Casa
orari: 8.30-19.30
","Cosmetics, hygiene and home store
Opening time: 8.30 a.m.-7.30 p.m.
",4e6b63a288772457c4dcd404,,http://www.acquaesapone.it,, ACQUA E SAPONE,,+39 (0462)232313 ,46.2913172565068,11.4617872238159,,,
f056cc04-25da-44aa-a7bb-46b6cb310b48,negozio,SALONE ROSALBA,Via Cesare Battisti 19 - 38037 Predazzo (TN),"Parrucchiera Unisex
Orari: Marted,Mercoled,Gioved 9.00-12.00 , 14.30-19.00
          Venerd e Sabato 8.30-19.00
",,50f82b47e4b0676be4d35e17,,http://,, SALONE ROSALBA,,+39 (0462)501455,46.31321,11.600849,,,
f64c9793-2e41-45b8-bdc0-46ed6a01063f,negozio,ESTETICA VERA,Via Chiesa 85 - 38033 Masi di Cavalese,"Estetista
Orari: 9.00-12.00 , 15.00-19.00
Chiuso: Domenica e Luned
","Beauty Specialist
Opening Time: 9 a.m.-12 p.m. , 3-7 p.m.",50e5dbe2e4b0033542b48765,,http://,, ESTETICA VERA,,+39 (0462)230759,46.283632,11.487392,,,
e60e2b66-2497-45f9-bd2e-487e4bf81ca4,negozio,UNITED COLORS OF BENETTON,Via Fratelli Bronzetti 35 - 38033 Cavalese,"Abbigliamento Bambino
Orario: 9.00-12.00 , 15.00-19.00","Children Clothes Shop
Opening Time: 9 a.m.-12 p.m. , 3-7 p.m.",4da31f598a3188bfed9cffcf,,http://,, UNITED COLORS OF BENETTON,silvio@gardener.it,+39 (0462)231484,46.2908798559301,11.4621520042419,,,
72a39831-90ac-4984-820a-493d0b623938,negozio,SALONE RAFFY,Via Verdi 10 - 38030 Ziano di Fiemme,"Parrucchiera Unisex
Orari: 9.00-11.30 , 15.00-19.00
Chiuso: Domenica e Luned","Unisex Hair Stylist
Opening Time: 9-11.30 a.m. , 3-7 p.m.
Close: Sunday and Monday",50fc72aec84cbb952f09f625,,http://,, SALONE RAFFY,,+39 (349)5947826,46.285849,11.564081,,,
ea08a647-5088-4c2e-8695-4a9124f9ecbc,negozio,HAMMERFEST,Via IX Novembre 9 - 38037 Predazzo (TN),"Casa del Piumino - Arredo casa
Orari: 9.00-12.30 , 15.30-19.00
Chiuso: gioved mattino e domenica","Duvet home
Opening time: 9.00 a.m.-12.30 a.m. , 3.30-7 p.m.
Closed: Thursday morning and Sunday",,,http://www.hammerfest.it,, HAMMERFEST,info@nordpiumini.it,+39 (0462) 500136,46.3113153338095,11.6033542156219,,,
b903606a-1aac-4f71-92b9-4b7586aa2e2b,Noleggio sci,SKI SERVICE,via Cascata 7 - 38033 Cavalese,"Nolleggio e Riparazione Sci
Orari:8.00-12.00, 14.00/15.00-19.00",,50f6deace88923df2c87f71b,,http://,, SKI SERVICE,,+39 (0462)231760,46.2903534878932,11.4601349830627,,,
e70befd3-790f-4bb5-9444-4d57bd5cfe96,Prodotto di artigianato locale,PROGETTO LEGNO,Corso Dolomiti 54 - 38037 Predazzo (TN),"Fai-da-te in legno, Giocattoli in Legno, Legno da ardere e Arredo Esterno in Legno
Orari: 8.00-12.00 , 14.30-16.30","Wooden Do-it-yourself, Wooden Toys, Exterior Forniture
Opening Time: 8 a.m.-12 p.m. , 2.30-4.30 p.m.",,,http://www.progettolegnosnc.it,, PROGETTO LEGNO,info@progettolegnosnc.it,+39 (0462)501115,46.3151196,11.5979268,,,
8d161d9d-c485-4660-bfe5-5056a97e81a0,negozio,TABACCHI E GIORNALI - PREDAZZO,Via Dellagiacoma 3 - 38037 Predazzo (TN),"Tabacchi e Giornali
Orari: 7.00-12.15 , 15.30-19.30",,50f82e2fe4b0bf9b522273fc,,http://,, TABACCHI E GIORNALI,ebordiga@gmail.com,+39 (0462)501931,46.31271,11.6027799,,,
7695be5a-1561-405a-8820-51a14313dbb1,negozio,SALONE PER SIGNORA,Via Latemar 1 - 38030 CASTELLO DI FIEMME,"Parrucchiera Unisex
Orari: 9.00-12.00 , 14.00-19.00
Chiuso: Luned","Unisex Hair Stylist
Opening Time: 9 a.m.-12 p.m. , 2-7 p.m.
Close: Monday",50f98d7de0e2a0d070e1072a,,http://,, SALONE PER SIGNORA,marina.dallabona@gmail.com,+39 (0462)341381,46.282323,11.436412,,,
c4d417b7-b5ee-4b5c-9fd5-526143860c21,negozio,MACELLERIA DZALAGONIA,Corso Dolomiti 1 - 38037 Predazzo (TN),"Macelleria e Salumeria
Orari: 7.00-12.00 , 16.00-19.00","Butcher's Shop
Opening Time: 7 a.m.-12 p.m. , 4-7 p.m.",50f81dcbe4b06fb43da3478a,,http://,+39 (0462)501342, MACELLERIA DZALAGONIA,,+39 (0462)501342,46.3135830014621,11.6003501415253,,,
40ecff8d-6778-4ab2-a12b-54d4d9da1f43,Prodotto enogatronomico,BOSIN SPECK,Via Oss Mazzurana 13  - 38037 Predazzo (TN),"Produzione e spaccio aziendale prodotti tipici.
Orari: 7.00-19.00 continuato
 ","Production and farm shop of local products.
Opening Time: 7.00 a.m. , 7.00 p.m. all day",,+39 (0462) 502082,http://www.bosinspeck.it,, BOSIN SPECK,info@bosinspeck.it,+39 (0462) 502348 ,46.304087,11.592675,,,
8876508f-56e8-4af5-a8b1-5649890ccfdb,negozio,FIORERIA BRUNEL,via Ress 10 - 38033 Cavalese,"Fioreria e Scarpe Donna
Orari: 9.00-12.00 , 16.00-19.00","Florist and Shoe Shop
Opening Time: 9 a.m.-12 p.m. , 4-7 p.m.",50f9613ed63eef35808c7914,,http://,, FIORERIA BRUNEL,,+39 (0462)341139,46.2904350382019,11.4602959156036,,,
d0deef93-9461-4d0a-bbc0-5688b640c952,negozio,SALONE IDEA,Via Benesin 13 - 38038 Tesero,"Parrucchiera Unisex
Orari: 8.30-12.00 , 14.30-19.00
          Venerd e Sabato: 8.30-12.00 , 14.00-19.00
Chiuso: Domenica e Luned","Unisex Hair stylist
Opening Time: 8.30 a.m.-12 p.m., 2.30-7 p.m.
                        Friday and Saturday 8.30 a.m.-12 p.m. , 2-7 p.m.
Close: Sunday and Monday",50e977f219a9ad111960556d,,http://,, SALONE IDEA,,+39 (0462)814306,46.2896936672936,11.5106678009033,,,
d5530056-ef38-459e-9b58-5711662827da,Prodotto di artigianato locale,ARTISTICA FELIX - CAVALESE,"Via Fratelli Bronzetti,24 - 38033 Cavalese","Articoli da regalo
Orari:9.00-12.00,16.00-19.00
Chiuso:domenica",,50f44f4129a62edf094cb5df,,http://,, ARTISTICA FELIX,,+39 (0462)235744,46.29056,11.46305,,,
3e95e223-e1de-450f-bb0d-5729e08b5d82,negozio,BOUTIQUE SEVENTEEN,Via Fratelli Bronzetti 17 - 38033 Cavalese,"Abbigliamento
Orari: 9.30-12.00 , 16.00-19.00 ","Clothes Shop
Opening Time: 9.30 a.m.-12 p.m. , 4-7 p.m.",50f46a6c29a62edf09741733,,http://,, BOUTIQUE SEVENTEEN,,+39 (0462)341488,46.2910911430855,11.4613205194473,,,
880745f8-f72f-4a10-8dfc-57538198d4ef,negozio,CALZATURE VINANTE,"Via Roma, 88 - 38038 Tesero","Calzature e borse
orari: 9.00-12.00 , 15.30-19.00
chiuso: gioved e festivi
","Shoes and Bags shop
opening time: 9 a.m.-12 p.m. , 3.30.7 p.m.
closed on Thursday and Sunday",50fc3e19c84cbb952ebb6ee1,,http://,, CALZATURE VINANTE,,+39 (0462)813236,46.28817,11.512262,,,
67c1ca75-a024-4481-b776-577224dc47b2,negozio,VALLE CALZATURE,Via Nazionale 19 - 38030 Ziano di Fiemme,"Calzature, Borse, Valigie, Abbigliamento
Orari: 8.00-12.00 , 15.30-19.00
Chiuso: Gioved Pomeriggio","Shoes, Bags, Suitcases, Clothes
Opening Time: 8 a.m.-12 p.m. , 3.30-7 p.m.
Close: Thursday Afternoon",50fc6c4fc84cbb952f00be1c,,http://,, VALLE CALZATURE,luca.valle@virgilio.it,+39 (0462)570058,46.2872214,11.5626858,,,
74e3387f-0d52-4639-8d4f-57d65c894cde,Supermercato/minimarket,EUROSPIN DISCOUNT,Via Nazionale 20 - 38030 Carano,"Orari: 8.00-12.00 , 15.30-19.00
Chiuso: Gioved e Domencia","Opening Time: 8 a.m.-12 p.m. , 3.30-7 p.m.
Close: Thursday and Sunday",,+39 (0462)239581,http://www.eurospin.it,, EUROSPIN DISCOUNT,eurospin.cavalese@gmail.com,+39 (0462)232414,46.2874101818449,11.4445352554321,,,
b6585b5e-cfea-4a55-8d5e-59ee672d5253,negozio,GILMOZZI ELETTROSOC,"Via Socce,2 - 38038 Tesero","Elettrodomestici, TV e telefonia
Orari:8.30-12.00, 15.00-19.00
Chiuso: gioved",,50e446bce4b053b50eda2f69,,http://www.elettrosoc.it,, GILMOZZI ELETTROSOC,vendita@elettrosoc.it,+39 (0462)813120,46.288855,11.5069199,,,
55637dc8-68e2-4501-bebc-5a7aa5049431,negozio,TOELETTATURA LA BOTTEGA DELLE ERBE,Via IX Novembre 8 - 38037 Predazzo (TN),"Toelettatura e negozio per animali
orari: 9.00-12.30 , 16.00-19.30
chiuso: gioved pomeriggio","Grooming for animals and shop
Opening Time: 9.00a.m.-12.30 a.m. , 4-7.30 p.m.
closed: Thursday afternoon",,,http://,, TOELETTATURA LA BOTTEGA DELLE ERBE,info@bottegadelleerbe.com,+39 (0462)502484,46.3109522018304,11.602828502655,,,
0bcdb720-e0bb-4b37-ba82-5c1243bc13de,negozio,GREASE,"Via Segherie, 52 - 38030 Castello-Molina di Fiemme","Parrucchiera
orari:mar e ven 8:30-12.00 , 14.00-19.00 / mer e giov 8.30-12.00 , 14.00-18.00 / sab 8.30-16.30
chiuso luned-domenica 
","Hairstylist
opening time: Tursday and Friday 8.30 a.m.-12 p.m. , 2-7 p.m. / Wednesday and Thursday 8.30 a.m.-12 p.m. , 2-6 p.m. / Saturday 8.30 a.m.-4.30 p.m.
closed on Monday and Sunday
",50e458c1e4b03fab08fc7c87,,http://,, GREASE,,+39 (0462)231166,46.2726157,11.4192199,,,
a2108068-8f9a-4faa-9be4-5da317157c45,negozio,OTTICA TONINI VIDOLA,"Via Roma, 54 - 38038 Tesero","ottica - argenti e bijoux
orari: 9.00-12.00 , 14.00-19.00 / venderd 17.00-21.00
chiuso: domenica, marted e gioved pomeriggio

","Optic - bijoux
opening time: 9 a.m.-12 p.m. , 2-7 p.m. , on Friday: 5-9 p.m.
Closed on Sunday, Tursday and Thursday afternoon


",50e44e32e4b0cf8b5ab807d9,,http://,, OTTICA TONINI VIDOLA,info@toninividola.it,+39 (0462)814556,46.289412,11.5097609,,,
876036b0-9d46-42fb-86be-5ea66f20eb74,negozio,VAT ELETTRODOMESTICI,"Via IV Novembre, 6 - 38038 Tesero","Elettrodomestici e assistenza tecnica
orari: 8.30-12.00 , 15.30-19.00
chiuso gioved e domenica
","Appliance shop and technical services
opening time: 8.30 a.m.-12 p.m. , 3.30-7 p.m.
closed on Thursday and Sunday",50e97e7090e7ee08defc4d65,,http://,, VAT ELETTRODOMESTICI,vatvinante@virgilio.it,+39 (0462)813177,46.2887743534309,11.5125346183777,,,
4dc78a78-5665-4677-9ebe-61197bda6b39,negozio,PANET SPORT E OFFICINA,Via Fiamme Gialle 40 - 38037 Predazzo (TN),"Abbigliamento Sportivo-Abbigliamento e calzature Moda
Orari: 9.00-12.15 , 15.30-19.15","Sportswear, Clothing and footwear fashion
Opening Time: 9 a.m.-12.15 a.m. , 3.30-7.15 p.m.
",,,http://,, SPORT PANET E OFFICINA,sportpanet@cr-surfing.net,+39 (0462)500369,46.3039114117841,11.5938806533813,,,
85debd31-3680-492d-9247-6270aaf9847a,negozio,POLARIS - PREDAZZO,Via Alpini 2/a - 38037 Predazzo (TN),"Abbigliamento Uomo e Donna
Orari: 9.00-12.00 , 15.30-19.00","Dress Shop
Opening Time: 9.00 a.m.-12.00 a.m. , 3.30-7 p.m.",50e45b25e4b04716696ec7f9,,http://,, POLARIS,,+39 (0462)502820,46.31026,11.602335,,,
cec4a94a-462d-4daf-ad52-64820afc8bbf,negozio,CALZATURE MONSORNO,"P.zza Verdi, 9 - 38033 Cavalese","Calzature e pelletteria
orari: 9.00-12.00 , 15.30-19.00
","Shoes and leather shop
opening time: 9 a.m.-12 p.m. , 3.30-7 p.m.
",50f46b5729a62edf09757f37,,http://,, CALZATURE MONSORNO,,+39 (0462)340295,46.2905907248177,11.4605104923248,,,
874ebd41-7c40-4c74-8531-649ff97d3c47,Supermercato/minimarket,FAMIGLIA COPERATIVA PREDAIA,"Via dei Tigli, 39 - 38030 Castello-Molina di Fiemme","supermercato
orari: luned-venerd: 8.15-11.45 - sabato: 8.15-12.00 , 16.00-19.00
chiuso: gioved e domenica","Supermarket
opening time: Monday-Friday: 8.15-11.45 a.m.
Saturday: 8.15 a.m.-12 p.m. , 4-7 p.m.
closed on Thursday and Sunday",4e560fdfe4cd6917b14ce474,,http://,, FAMIGLIA COPERATIVA PREDAIA,,+39 (0462)340445,46.277577,11.4139499,,,
afd631c6-0a2b-4890-a387-64acc5ad6ee4,negozio,SPORTISSIMO,Via C. BArbieri 1 - 38037 Predazzo (TN),"Calzature sportive e noleggio sci
Orario: 8.30-12.00 , 15.30-19.00","Sports shoes, ski rent
Opening time: 8.30 a.m.-12.00 a.m. , 3.30-7 p.m.",4efad59fe5fa4f286e61b37c,,http://www.sportissimo.eu,, SPORTISSIMO,info@sportissimo.eu,+39 (0462)502579,46.3080544705371,11.601015329361,,,
aa011e19-cb09-4982-bab5-662a7b6c7e9b,negozio,LA BOTTEGA DEL PAN,"Via Nazionale, 46 - 38030 Ziano di Fiemme","Panificio
orari: 6.30-12.00
chiuso: domenica (solo fuori stagione)","Bakery
opening time: 6.30 a.m.-12 p.m.
closed on Sunday",50fc6eb3c84cbb952f041f91,,http://,, LA BOTTEGA DEL PAN,,,46.287104,11.563177,,,
786556d2-30cf-4cc8-ba60-664cc641b3fd,negozio,THE BEAUTY SHOP,"P.zza Scopoli,9 - 38033 Cavalese","Profumeria, Cosmesi e Accessori
orari: 9.00-12.15 , 15.30-19.15
","Perfumery
opening time: 9 a.m.-12.15 p.m. , 3.30-7.15 p.m.
",50f56236fe70b4aad83342d5,,http://,, THE BEAUTY SHOP,,+39 (0462)235767,46.2912431210617,11.4603281021118,,,
44a3fcf2-6af5-46fb-9831-668c430a0778,negozio,BOTTEGA DAL PAN,Via Cesare Battisti 7 - 38037 Predazzo (TN),"Panificio, Pasticceria, Pizzeria.
Orari: 7.30-12.30 , 16-19.30
Chiuso: mai

","Bakery, Pastry, Pizzeria.
Opening time: 7.30 a.m-12.30 p.m. , 4-7.30 p.m.
Closed: never",50e44f11e4b0e42104801c19,,http://,, BOTTEGA DAL PAN,info@bottegadelpan.it,,46.3128197120565,11.6012835502625,,,
ec0562b4-11fc-4a7a-8263-6c7ccaef0f0d,negozio,JOMADAL TABACCHI E GIORNALI - CAVALESE,"p.zza M. Rizzoli,9 - 38030 CAVALESE","Tabaccheria-Giornalaio
Orari: 7.00-12.30,15.00-19.00
Chiuso: luned pomeriggio (mai in stagione)",,,,http://,, JOMADAL TABACCHI E GIORNALI,,+39 (0462)341193,46.2918880960729,11.4590513706207,,,
73ae63f4-87f1-456f-b9b8-6de3fd33f03b,negozio,ELETTROZORZI,"Via Segherie, 40 - 38030 Castello-Molina di Fiemme","Assistenza, elettrodomestici
orario: 7.00-12.00 , 16.00-19.00
chiuso gioved pomeriggio e domenica","Electrical appliance, technical services
opening time: 7 a.m.-12 p.m. , 4-7 p.m.
closed on Thursday afternoon and Sunday",50e45af1e4b053b50f7357ae,,http://,, ELETTROZORZI,info@elettrozorzi.it,+39 (0462)340096,46.2724995,11.418116,,,
b593ea2e-67dc-44cf-acdd-6df252d0977f,negozio,TABACCHI DEFRANCESCO,"Via Scarian ,26 - 38030 Varena","Giornali e tabacchi
orari: 8.00-12.00 , 15.30-18.30
chiuso guioved e domenica pomeriggio","Newspapers and Tobacco shop
opening time: 8 a.m.-12 p.m. , 3.30-6.30 p.m.
closed on Thursday and Sunday afternoon",50e431c2e4b0e03a481f2562,,http://,, TABACCHI DEFRANCESCO,,+39 (0462)340770,46.3026513854041,11.4562940597534,,,
37c75529-b3ee-4381-a316-702a466802dc,negozio,DOLOMITEN SPORTSWEAR - TESERO,"Via Piera, 2/e - 38038 Tesero","Abbigliamento sportivo e casual uomo donna
Orari:8.30-12.30,15.00-19.00",,50e8761debcaea3d7f185fc8,+39 (0462)814422,http://www.dolomiten-sp.it,, DOLOMITEN SPORTSWEAR,coge@dolomitensp.191.it,+39 (0462)813106,46.2925997838225,11.4912271499634,,,
a6d694a6-8710-4fdb-95b1-703c3f92f7a9,negozio,BRUNO SHOP,"Via Stava,43 - 38038 Tesero","Articoli foto, pesca e tabacchi
Orari: 8.30-12.00, 15.30-19.00
Chiuso:gioved",,50c9fbfde4b0d68fdc98e3fd,,http://,, BRUNO SHOP,bruno.deflorian@yahoo.it,+39 (0462)813686,46.291353,11.509095,,,
fc5e477a-6a8d-4bb9-8315-7078174696cb,negozio,OUTLET GRANDI FIRME,Piazza Scopoli 9 - 38033 Cavalese,"Outlet
Orari:9.30-12.30 16.00-19.30
Chiuso: solo maggio/giugno e ottobre/novembre la domenica pomeriggio e il giovedi pomeriggio",,50f6e86a16488f6cc81c8464,,http://,, OUTLET GRANDI FIRME,outletgrandifirme@virgilio.it,+39 (0462)230543,46.2912801887968,11.4603763818741,,,
6254593d-b091-4f40-b5de-70800dfc9a77,negozio,LIBRERIA DISCOVERY - CAVALESE,Via IX Novembre 2 - 38033 Cavalese,"Libreria
Orario: 9.00-12.00 , 15.30-19.00","Library
Opening Time: 9 a.m.-12 p.m. , 3.30-7 p.m.",50f81c0df2e78b3db7744db6,,http://,, LIBRERIA DISCOVERY,annatonazzo@gmail.com,+39 (0462)235046,46.2923847957897,11.4580857753754,,,
169818de-ce7c-4781-89e3-71605b713483,negozio,SUPERMARKET DELLA CALZATURA-DRO,Via Fiamme Gialle 57 - 38037 Predazzo (TN),"Calzature e Pelletteria.
Orario: 9-12.30 , 15.30-19
Chiuso: gioved","Footwear and leather goods
Opening time: 9 a.m.-12.30 p.m. , 3.30-7 p.m.
Closed: Thursday",,+39(0462)507433,http://www.supermarketcalzaturadro.it,, SUPERMARKET DELLA CALZATURA-DRO,info@supermarketcalzaturadro.it,+39(0462)500145,46.3065721957374,11.5991485118866,,,
2067d182-b89f-491c-a6ec-730ad9097307,negozio,PROFUMERIA BOSCHETTO,Via Fratelli Bronzetti 5 - 38033 Cavalese,"Profumeria
Orari: 8.30-12.00, 14.30-19.00
Chiuso:luned",,50f6d407582f253255a518e4,,http://,, PROFUMERIA BOSCHETTO,,+39 (0462)340136,46.2905240020365,11.4630478620529,,,
eb835806-09c8-4d6c-af54-735c5e2ca0f9,Prodotto enogatronomico,L'ONES,"Via Costa , 32 - 38030 Panchi","Produzione grappa
orari: 9.00-12.00 , 14.00-18.00
chiuso domenica (solo fuori stagione)","Grappa/liquor own production
opening time: 9 a.m.-12 p.m. , 2-6 p.m.
closed on Sunday (but not in high season)",50fc157be4b01b2681f6f44f,,http://www.grappalones.it,, L'ONES,info@grappalones.it,+39 (342) 0280053,46.28731,11.5396699,,,
08bbbaf9-b6c4-4c76-bd3e-737650b780ec,negozio,GHINE',Via Nazionale 1/B - 38033 Carano,"Abbigliamento e accessori
orari: 9.00-12.00 , 16.00-19.00
chiuso gioved e domenica","Clothes and accessories shop
opening time: 9 a.m.-12 p.m. , 4-7 p.m. 
closed on Thursday and Sunday",,,http://www.ghine.it,, GHINE',,+39 (0462)090019,46.2871136183088,11.4408445358276,,,
839a0dde-699d-4982-9047-75ee6999c13e,negozio,PANIFICIO OSS,Via Trento 38 - 38037 Predazzo (TN),"Panetteria, panificio.
Orari: 7.00-12.00 , 16.00-19.00
Chiuso: gioved","Bakery.
Opening Time: 7.00 a.m.-12.00 a.m. , 4-7 p.m.
Closed: Thursday",,,http://,, PANIFIO OSS,,+39 (0462)502990,46.3096404601216,11.6018092632294,,,
cc535c58-fbbf-42b9-9864-76801a7899ec,negozio,GIGA STORE,"Via F.lli Bronzetti, 19 - 38033 Cavalese","Abbigliamento uomo, donna, calzature, jinseria sportswear
orari: 9.00-12.15 , 15.30-19.15
","Clothings and shoes store
opening time: 9 a.m.-12.15 p.m. , 3.30-19.15 p.m.",4e6a337352b1c1205fb22571,,http://www.gigastore.cc,, GIGA STORE,info@gigastore.cc,+39 (0462)230266,46.2911541583951,11.4612185955048,,,
76edccab-b2da-4da6-9c3d-76d150700472,negozio,GIACOMUZZI MILLE IDEE,Via Nazionale 82 - 38030 Ziano di Fiemme,"Casalinghi, Souvenirs e Lampadari
Orari: 8.00-12.00 , 15.30-19.00
Chiuso: Domenica e Gioved","Little Home Forniture, Souvenirs, Chandeliers
Opening Time: 8 a.m.-12 p.m. , 3.30--7 p.m.
Close: Sunday and Thursday",50fc10ece889fadcbe15c145,,http://,, GIACOMUZZI MILLE IDEE,,+39 (0462)571101,46.2871243,11.5647765,,,
c6e1c5c0-9396-4cd2-b01d-76dc7890c94a,Supermercato/minimarket,FAMIGLIA COOPERATIVA - CAPRIANA,Piazza Roma 5 - 38030 Capriana,"Supermercato
Orari: 7.30-12.00 , 16.30-19.00
Chiuso: Marted e Gioved Pomeriggio","Supermarket
Opening Time: 7.30 a.m.-12 p.m. , 4.30-7 p.m.
Close: Tuesday and Thursday Afternoon",50fc52fa582f0eb2b36599ba,+39 (0462) 817228,http://www.coopcavalese.it,, FAMIGLIA COOPERATIVA - CAPRIANA,capriana@coopcavalese.it,+39 (0462)816016,46.2628707,11.3393244,,,
0182527b-8c50-4867-96e6-775f95b8e259,negozio,SPORT VENTURA - PAMPEAGO,"Loc. Pampeago, 4 - 38038 Tesero","Noleggio sci - vendita abbigliamento sportivo
orari: 8.00-19-00
aperto solo in stagione","Ski- rent and sportswear shop
opening time: 8 a.m.-7 p.m.
(only in winter and summer season)",50e97c1d90e7ee08def90227,,http://www.sportventura.it,, SPORT VENTURA PAMPEAGO,pampeago@sportventura.it,+39 (0462)813033,46.3418024123135,11.5399575233459,,,
a4a06b4a-5454-4139-a6e3-782e53b1b12e,negozio,TABACCHERIA STELLA,"Via Roma, 29 - 38038 Tesero","Tabacchi e giornali
orari: 07.30-12.30 , 15.30-19.30
chiuso mercoled e domenica, pomeriggio","Newspapers and Tobaccos shop
opening time:  7.30 a.m.-12.30 p.m. , 3.30-7.30 p.m.
closed on Wednesday and Sunday, afternoon


",50e72650067d3326a90ba20b,,http://,, TABACCHERIA STELLA,canalk00@canalk.191.it,+39 (0462)814606 ,46.289486081641,11.5098309516907,,,
72157a86-cf88-4cd8-94e8-7a2662d48485,negozio,SUN SUN,Via degli Alpini 5 - 38037 Predazzo (TN),"Estetica e Abbronzatura
Orari: 9.00-19.00","Beautician and Solarium
Opening Time: 9 a.m.-7 p.m.",50f82ce0e4b0b7e40f0eaf22,,http://www.sun-sun-predazzo.com,, SUN SUN,sunsunpredazzo@yahoo.it,+39 (0462)503137,46.3103994,11.6030312,,,
38f80dac-6fd3-488d-97ec-7a3ad33a5014,Supermercato/minimarket,FAMIGLIA COPERATIVA CASTELLO DI FIEMME,"Via Roma, 11 - 38030 Castello-Molina di Fiemme","Supermercato
orari: 8.00-12.00 , 16.00-19.00
chiuso luned-gived pomeriggio, domenica
","Supermarket
opening time: 8 a.m.-12 p.m. , 4-7 p.m.
closed on Monday/ Thursday afternoon, Sunday
",50f979f6d63eef3580b35702,+39 (0462)239721,http://,, FAMIGLIA COPERATIVA CASTELLO DI FIEMME,castello@coopcavalese.it,+39 (0462)341343,46.281633,11.4348379,,,
44539765-7565-46ec-a086-7c1a7afdef30,negozio,GINKOLOR - PREDAZZO,Via Garibaldi 3 - 38037 Predazzo (TN),"Hobbistica
Orari: 9.00-12.00 , 15.30-19.00
chiuso: gioved","Leisure
Opening time: 9.00 a.m.-12.00 a.m. , 3.30-7 p.m.
closed: Thursday",50f96525e889882d6d57be2f,+39 (0462)507014,http://,, GINKOLOR,,+39 (0462)501994,46.3118377949811,11.6023778915405,,,
6b3849b4-ebb5-4d6b-8817-7fc8fb47ab30,negozio,SPORT VENTURA,"Loc. Piera, 4 - 38038 Tesero","Abbigliamento e attrezzatua sport e tempo libero - noleggio
orari: 9.00-12.30 , 15.30-19.30
","Rent and shop - sport and free time
opening time: 9 a.m.-12.30 p.m. , 3.30-7.30 p.m.",50e97b9690e7ee08def82d1e,,http://www.sportventura.it,, SPORT VENTURA,tesero@sportventura.it,+39 (0462)813025,46.2919918844458,11.4919888973236,,,
b32ef3a9-7fde-4507-886f-8147a7d38568,negozio,CONFEZIONI MIRELLA,"P.zza Posta, 5 - 38030 Castello-Molina di Fiemme","Edicola-tabacchi
orari: 8.00-12.00 , 16.00-19.00
chiuso domenica e luned pomeriggio","Newspapers-tobacco shop
opening time: 8 a.m.-12 p-m. , 4-7 p.m.
closed on Sunday and Monday afternoon",50e826a216485605cea3522e,,http://,, CONFEZIONI MIRELLA,,+39 (0462)341547,46.280535,11.434432,,,
b257fbba-3f21-4c86-b75d-825549d1df1f,noleggio,BIKE 4 FUN,Corso Dolomiti 3/a - 38037 Predazzo (TN),"Vendita e noleggio attrezzatura sportiva.
Orari:8.30-12.00 , 15.30-19.00
Chiuso: giovedi e domenica","Sport Equipments Rent and Sale.
Opening Time:8.30 a.m.-12.00 a.m. , 3.30-7 p.m.
Closed:Thursday and Sunday",,,http://,, BIKE 4 FUN,,+39 (0462)501250,46.3135014856256,11.6001677513123,,,
b851e4aa-3dda-47d8-b738-83330e16ac61,negozio,PROGETTO ORO,"Via F.lli Bronzetti, 29 - 38033 Cavalese","Gioielleria
orari: 9.00-12.30 , 15.30-19.30
","Jewellery
opening time: 9 a.m.-12.30 p.m. , 3.30-7.30 p.m.
",50f6d54b582f253255a718e8,,http://,, PROGETTO ORO,progetto.oro@tin.it,+39 (0462)235418,46.2910874363003,11.4615726470947,,,
